,NOM,NOM_ENTIER,WKT,date_constr,date_fin,date_fin_format,date_nom,date_nom_format,date_ordre,id_propre,n_sq_vo,note,source,source_constr,source_constr_ID,source_fin,source_fin_ID,source_nom,source_nom_ID,source_ordre,source_ordre_ID,temp_loc,TYPE
407,PETITS CHAMPS,Rue des Petits Champs,"LINESTRING (2.33524948190728 48.867143349552,2.33510895735871 48.8671766298495)",1273.0,2020,2020/01/01,1273,1273/01/01,1273,750604409,750005659,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,0,RUE
408,PETITS CHAMPS,Rue des Petits Champs,"LINESTRING (2.33656326494556 48.8668360827567,2.33586968725214 48.8669964672249,2.3358690595901 48.866996620228)",1273.0,2020,2020/01/01,1273,1273/01/01,1273,750604497,750005659,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,0,RUE
409,PETITS CHAMPS,Rue des Petits Champs,"LINESTRING (2.33967015776609 48.8661060243113,2.33944523776718 48.8661591683288)",1273.0,2020,2020/01/01,1273,1273/01/01,1273,750604782,750005659,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,0,RUE
410,PETITS CHAMPS,Rue des Petits Champs,"LINESTRING (2.33976893946659 48.8660826763849,2.33967015776609 48.8661060243113)",1273.0,2020,2020/01/01,1273,1273/01/01,1273,750604796,750005659,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,0,RUE
411,PETITS CHAMPS,Rue des Petits Champs,"LINESTRING (2.33510895735871 48.8671766298495,2.33459946086122 48.8672972792465)",1273.0,2020,2020/01/01,1273,1273/01/01,1273,750604401,750005659,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,0,RUE
412,PETITS CHAMPS,Rue des Petits Champs,"LINESTRING (2.3358690595901 48.866996620228,2.33524948190728 48.867143349552)",1273.0,2020,2020/01/01,1273,1273/01/01,1273,750604448,750005659,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,0,RUE
413,PETITS CHAMPS,Rue des Petits Champs,"LINESTRING (2.33459946086122 48.8672972792465,2.33367532276686 48.8675161169086)",1273.0,2020,2020/01/01,1273,1273/01/01,1273,750604361,750005659,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Champs_(rue_des_Petits-),FRBNF32357628,0,RUE
414,PETITS PERES,Rue des Petits Pères,"LINESTRING (2.34052087936056 48.866221931471,2.34095610314436 48.8662776518478)",1615.0,2020,2020/01/01,1615,1615/01/01,1615,750604734,750005661,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,0,RUE
415,PETITS PERES,Rue des Petits Pères,"LINESTRING (2.33976893946659 48.8660826763849,2.33997429102555 48.8661380385962)",1615.0,2020,2020/01/01,1615,1615/01/01,1615,750604795,750005661,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,0,RUE
416,PETITS PERES,Rue des Petits Pères,"LINESTRING (2.33997429102555 48.8661380385962,2.34007740971805 48.866169077914,2.34052087936056 48.866221931471)",1615.0,2020,2020/01/01,1615,1615/01/01,1615,750604767,750005661,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,0,RUE
417,PETITS PERES,Rue des Petits Pères,"LINESTRING (2.34095610314436 48.8662776518478,2.34116512163654 48.8663043970636,2.3412877020101 48.8662814424006)",1615.0,2020,2020/01/01,1615,1615/01/01,1615,750604706,750005661,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,0,RUE
418,PYRAMIDES,Rue des Pyramides,"LINESTRING (2.33394247884853 48.86623283985,2.33407284023115 48.8662865915359,2.33411989943145 48.8664283814823)",1802.0,2020,2020/01/01,1802,1802/01/01,1802,750604730,750005629,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,0,RUE
419,PYRAMIDES,Rue des Pyramides,"LINESTRING (2.33394247884853 48.86623283985,2.33397041446398 48.8663510946026,2.33411989943145 48.8664283814823)",1802.0,2020,2020/01/01,1802,1802/01/01,1802,750604731,750005629,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,0,RUE
420,PYRAMIDES,Rue des Pyramides,"LINESTRING (2.33360721593209 48.8657931143832,2.33394247884853 48.86623283985)",1802.0,2020,2020/01/01,1802,1802/01/01,1802,750604918,750005629,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,0,RUE
421,DROUOT,Rue Drouot,"LINESTRING (2.34004423330594 48.8719808237186,2.34022957649514 48.8723636915647)",,2020,2020/01/01,1704,1704/01/01,,750602782,750004824,pas comprise dans le quartier Richelieu,POD troncons voies,,,,,,,,,10,RUE
422,BOULOI,Rue du Bouloi,"LINESTRING (2.34105863121948 48.8637236446419,2.34181091657118 48.8641076024824)",1359.0,2020,2020/01/01,1359,1359/01/01,1359,750605844,750005949,"Existe en 1359, reçoit nom de rue du Bouloi au XVIe siècle",POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Bouloi_(rue_du),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Bouloi_(rue_du),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Bouloi_(rue_du),FRBNF32357628,0,RUE
423,BOULOI,Rue du Bouloi,"LINESTRING (2.34042025177958 48.8633839136314,2.34051844717139 48.863448226552,2.34105863121948 48.8637236446419)",1359.0,2020,2020/01/01,1359,1359/01/01,1359,750605961,750005949,"Existe en 1359, reçoit nom de rue du Bouloi au XVIe siècle",POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Bouloi_(rue_du),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Bouloi_(rue_du),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Bouloi_(rue_du),FRBNF32357628,0,RUE
424,COLONEL DRIANT,Rue du Colonel Driant,"LINESTRING (2.341641534008 48.8630920766879,2.34191726383424 48.8630379002352)",1928.0,2020,2020/01/01,1928,1928/01/01,1928,750606120,750005957,"ouverte en 1915 entre les rues de Valois et des Croix-Petits-Champs,reçoit son nom en 1926 et est prolongée sous le même nom jusqu'à la rue JJ Rousseau en 1928.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
425,COLONEL DRIANT,Rue du Colonel Driant,"LINESTRING (2.341641534008 48.8630920766879,2.34042025177958 48.8633839136314)",1928.0,2020,2020/01/01,1928,1928/01/01,1928,750606088,750005957,"ouverte en 1915 entre les rues de Valois et des Croix-Petits-Champs,reçoit son nom en 1926 et est prolongée sous le même nom jusqu'à la rue JJ Rousseau en 1928.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
426,COLONEL DRIANT,Rue du Colonel Driant,"LINESTRING (2.33880024941544 48.8637728139082,2.33822178868422 48.8639072652398,2.33815799880451 48.8639223740565)",1915.0,2020,2020/01/01,1926,1926/01/01,1915,750605818,750005957,"ouverte en 1915 entre les rues de Valois et des Croix-Petits-Champs,reçoit son nom en 1926 et est prolongée sous le même nom jusqu'à la rue JJ Rousseau en 1928.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
427,COLONEL DRIANT,Rue du Colonel Driant,"LINESTRING (2.34042025177958 48.8633839136314,2.33976893384732 48.8635390587652)",1928.0,2020,2020/01/01,1928,1928/01/01,1928,750605962,750005957,"ouverte en 1915 entre les rues de Valois et des Croix-Petits-Champs,reçoit son nom en 1926 et est prolongée sous le même nom jusqu'à la rue JJ Rousseau en 1928.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
428,COLONEL DRIANT,Rue du Colonel Driant,"LINESTRING (2.33976893384732 48.8635390587652,2.33956775612727 48.8635887141807,2.33880024941544 48.8637728139082)",1915.0,2020,2020/01/01,1926,1926/01/01,1915,750605903,750005957,"ouverte en 1915 entre les rues de Valois et des Croix-Petits-Champs,reçoit son nom en 1926 et est prolongée sous le même nom jusqu'à la rue JJ Rousseau en 1928.",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 1",ISBN 2-7073-1054-9,0,RUE
429,CROISSANT,Rue du Croissant,"LINESTRING (2.34402643739674 48.8689308304944,2.34328784502718 48.8691192811772,2.34315214460895 48.8691417800442)",1612.0,2020,2020/01/01,1612,1612/01/01,1612,750603952,750005890,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Croissant_(rue_du),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Croissant_(rue_du),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Croissant_(rue_du),FRBNF32357628,0,RUE
430,FAUBOURG MONTMARTRE,Rue du Faubourg Montmartre,"LINESTRING (2.34306893682108 48.871488883707,2.34315320078729 48.8718895976076)",1840.0,2020,2020/01/01,1840,1840/01/01,1840,750602947,750004790,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Montmartre_(rue_du_Faubourg-),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Montmartre_(rue_du_Faubourg-),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Montmartre_(rue_du_Faubourg-),FRBNF32357628,0,RUE
431,HELDER,Rue du Helder,"LINESTRING (2.33473474173064 48.871069937108,2.33476982238042 48.8712874991963,2.33485919314081 48.8716118582015)",,2020,2020/01/01,1775,1775/01/01,,750603104,750004718,pas comprise dans le quartier Richelieu,POD troncons voies,,,,,,,,,10,RUE
432,LOUVRE,Rue du Louvre,"LINESTRING (2.34384982600495 48.8667549532017,2.34386687503695 48.8668339991499,2.34393930327714 48.8671778770542,2.34392649687791 48.8672240196135,2.34392649728165 48.8672257193745,2.34393249793207 48.8672500893968,2.34396692892011 48.867337739258)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750604516,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
433,LOUVRE,Rue du Louvre,"LINESTRING (2.3421396138637 48.8634719791646,2.34235269577863 48.8638802384953)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750605932,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
434,LOUVRE,Rue du Louvre,"LINESTRING (2.3426602633178 48.8644884021259,2.34272502127672 48.864606113397,2.34304799812883 48.865206190559,2.343093166897 48.8652907916533)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750605467,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
435,LOUVRE,Rue du Louvre,"LINESTRING (2.34235269577863 48.8638802384953,2.3424106373025 48.8639955229895,2.34241063753042 48.8639956129254,2.3426602633178 48.8644884021259)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750605772,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
436,LOUVRE,Rue du Louvre,"LINESTRING (2.34120498472482 48.8617087235981,2.34159008514798 48.8624022272925)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750606700,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
437,LOUVRE,Rue du Louvre,"LINESTRING (2.34191726383424 48.8630379002352,2.3421396138637 48.8634719791646)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750606119,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
438,LOUVRE,Rue du Louvre,"LINESTRING (2.34080350425228 48.8609154351445,2.34093057468622 48.8611274432858)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750606990,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
439,LOUVRE,Rue du Louvre,"LINESTRING (2.343093166897 48.8652907916533,2.34312462252766 48.8653766799675,2.34328400309969 48.8656852114657,2.34333595013726 48.8657869164818)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750605074,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
440,LOUVRE,Rue du Louvre,"LINESTRING (2.34093057468622 48.8611274432858,2.34120498472482 48.8617087235981)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750606900,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
441,LOUVRE,Rue du Louvre,"LINESTRING (2.34333595013726 48.8657869164818,2.34339048656409 48.8658904190709,2.34376038354394 48.866585626314,2.34384982600495 48.8667549532017)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750604908,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
442,LOUVRE,Rue du Louvre,"LINESTRING (2.34159008514798 48.8624022272925,2.34170418910732 48.8626314475087,2.34191726383424 48.8630379002352)",1859.0,2020,2020/01/01,1859,1859/01/01,1859,750606402,750005478,,POD troncons voies,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,,,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,"Atlas du Paris Haussmannien, Pierre Ninon.",ISBN 978-2-84096-204-5,0,RUE
443,MAIL,Rue du Mail,"LINESTRING (2.3412877020101 48.8662814424006,2.3413024256905 48.8663079704533,2.34134599191701 48.8663271504071,2.34141883665609 48.8663439633997,2.34149713592634 48.8663836092315,2.3438507185212 48.8672973062886,2.34396692892011 48.867337739258)",1633.0,2020,2020/01/01,1633,1633/01/01,1633,750604701,750005784,,POD troncons voies,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Mail_(rue_du),FRBNF32357628,,,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Mail_(rue_du),FRBNF32357628,https://fr.wikisource.org/wiki/Dictionnaire_administratif_et_historique_des_rues_de_Paris_et_de_ses_monuments/Mail_(rue_du),FRBNF32357628,0,RUE
444,PELICAN,Rue du Pélican,"LINESTRING (2.34031147228546 48.8623949036265,2.33980881707017 48.8625913210789,2.3396410362865 48.8626541852183,2.33954114498398 48.8626900872384,2.33948053402058 48.8627050074599,2.33939643805235 48.8627199464101)",1300.0,2020,2020/01/01,1806,1806/01/01,1300,750606410,750005682,"cette rue date du début du XIVe siècle, s'appelle rue du Poil-au-Cul, puis rue Purgée de 1792 à 1800, puis rue de la Barrière-des-Sergents jusqu'en 1806 où elle prend son nom actuel",POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,,,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,0,RUE
445,POIL AU CUL,Rue du Poil-au-Cul,"LINESTRING (2.34031147228546 48.8623949036265,2.33980881707017 48.8625913210789,2.3396410362865 48.8626541852183,2.33954114498398 48.8626900872384,2.33948053402058 48.8627050074599,2.33939643805235 48.8627199464101)",1300.0,1792,1792/01/01,1300,1300/01/01,1300,750606410,750005682,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,3,RUE
446,PURGEE,Rue Purgée,"LINESTRING (2.34031147228546 48.8623949036265,2.33980881707017 48.8625913210789,2.3396410362865 48.8626541852183,2.33954114498398 48.8626900872384,2.33948053402058 48.8627050074599,2.33939643805235 48.8627199464101)",1300.0,1800,1800/01/01,1792,1792/01/01,1300,750606410,750005682,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,2,RUE
447,BARRIERE DES SERGENTS,Rue de la Barrière-des-Sergents,"LINESTRING (2.34031147228546 48.8623949036265,2.33980881707017 48.8625913210789,2.3396410362865 48.8626541852183,2.33954114498398 48.8626900872384,2.33948053402058 48.8627050074599,2.33939643805235 48.8627199464101)",1300.0,1806,1806/01/01,1800,1800/01/01,1300,750606410,750005682,,POD troncons voies,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,"Dictionnaire historique des rues de Paris, Jacques Hillairet, 8ème édition (1985), cote 703 HILL d 2",ISBN 2-7073-1054-9,1,RUE
